room_id,host_id,host_is_superhost,property_type,room_type,neighborhood,accommodates,bedrooms,bathrooms,latitude,longitude,reviews,price,cleaning_fee,total
21233359,359544,f,Condominium,Entire home/apt,Mission,8,4.0,3.0,37.76775,-122.40801,5,2450.0,0.0,2450.0
21233544,1852503,t,Guest suite,Entire home/apt,Outer Sunset,2,1.0,1.0,37.74905,-122.50583,79,100.0,75.0,175.0
21241871,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.78556,-122.41635,0,87.0,95.0,182.0
21242955,153547987,t,Apartment,Entire home/apt,Inner Sunset,2,1.0,1.0,37.76089,-122.46162,5,110.0,40.0,150.0
21248363,38755455,f,House,Entire home/apt,Outer Sunset,2,1.0,1.0,37.759840000000004,-122.47752,140,105.0,50.0,155.0
21252479,8357805,t,Apartment,Private room,Outer Richmond,1,1.0,1.0,37.781079999999996,-122.48858,217,79.0,10.0,89.0
21253864,1282404,f,House,Private room,Ocean View,1,1.0,1.0,37.721309999999995,-122.46693,3,52.0,65.0,117.0
21264703,627222,t,Condominium,Private room,Downtown/Civic Center,2,1.0,1.5,37.78824,-122.42003999999999,16,99.0,35.0,134.0
21267987,764782,t,Apartment,Entire home/apt,Castro/Upper Market,3,1.0,1.0,37.75877,-122.4319,6,179.0,149.0,328.0
21278742,1011322,f,House,Entire home/apt,Glen Park,6,3.0,1.0,37.73506,-122.43482,6,200.0,125.0,325.0
21279515,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,3,0.0,1.0,37.78573,-122.41483999999998,0,99.0,95.0,194.0
21279801,24949158,t,House,Entire home/apt,Bernal Heights,6,3.0,2.0,37.74608,-122.41769,2,400.0,150.0,550.0
21280089,17968214,t,Apartment,Private room,Mission,2,1.0,1.5,37.76977,-122.42598999999998,16,95.0,100.0,195.0
21280829,10234050,t,Apartment,Entire home/apt,South of Market,5,2.0,2.0,37.77622,-122.41487,80,898.0,80.0,978.0
21281754,337960,t,Condominium,Entire home/apt,Castro/Upper Market,1,1.0,1.0,37.759879999999995,-122.44321000000001,21,400.0,145.0,545.0
21281846,125180594,f,House,Private room,West of Twin Peaks,2,1.0,1.0,37.742670000000004,-122.46871999999999,142,100.0,10.0,110.0
21282133,153975451,t,Apartment,Private room,Mission,2,1.0,1.0,37.75475,-122.40843000000001,47,74.0,50.0,124.0
21282635,4137005,t,Apartment,Entire home/apt,Bernal Heights,4,2.0,1.0,37.748000000000005,-122.413,25,225.0,110.0,335.0
21291124,1895201,f,Guest suite,Private room,Glen Park,2,1.0,1.0,37.73775,-122.43386000000001,30,100.0,75.0,175.0
21292656,4095475,f,Condominium,Private room,Potrero Hill,2,1.0,1.0,37.75763,-122.38799999999999,5,140.0,25.0,165.0
21292744,14816525,t,Apartment,Entire home/apt,Castro/Upper Market,4,2.0,2.5,37.76848,-122.43788,7,200.0,150.0,350.0
21295261,26653102,t,House,Private room,Parkside,2,1.0,1.0,37.74508,-122.47847,73,88.0,30.0,118.0
21297037,6267,f,Condominium,Entire home/apt,Western Addition,7,4.0,2.0,37.76938,-122.43443,4,500.0,150.0,650.0
21298312,2721741,f,House,Entire home/apt,Glen Park,6,2.0,1.0,37.74106,-122.43086000000001,2,250.0,300.0,550.0
21298338,17417222,t,Apartment,Entire home/apt,Outer Sunset,6,2.0,2.0,37.75362,-122.49125,159,189.0,75.0,264.0
21298993,27368404,f,Condominium,Private room,Nob Hill,2,1.0,1.0,37.79535,-122.41078,72,69.0,85.0,154.0
21306276,5400914,t,Apartment,Private room,Mission,2,2.0,1.0,37.7495,-122.41192,10,170.0,50.0,220.0
21307662,1676998,t,Apartment,Entire home/apt,Outer Sunset,4,1.0,1.0,37.764829999999996,-122.48319,106,125.0,100.0,225.0
21309142,154222319,f,Cottage,Entire home/apt,Castro/Upper Market,5,2.0,1.0,37.75654,-122.4312,13,229.0,275.0,504.0
21310005,23352107,t,Apartment,Private room,Mission,2,1.0,1.0,37.76607,-122.42527,80,140.0,40.0,180.0
21311875,4430421,f,Apartment,Entire home/apt,Mission,3,1.0,1.0,37.76432,-122.41812,0,101.0,95.0,196.0
21312569,18304180,t,House,Entire home/apt,Bernal Heights,4,2.0,1.0,37.74064,-122.41598,45,250.0,49.0,299.0
21313432,2705765,f,Apartment,Private room,Mission,2,1.0,1.0,37.752390000000005,-122.41323,1,120.0,25.0,145.0
21313591,2566492,f,House,Private room,Outer Richmond,3,1.0,1.0,37.7762,-122.49565,6,150.0,0.0,150.0
21322334,2148124,t,Guest suite,Entire home/apt,Excelsior,4,2.0,1.0,37.728629999999995,-122.4246,56,150.0,60.0,210.0
21327347,90139010,t,Apartment,Entire home/apt,Outer Sunset,3,1.0,1.0,37.76376,-122.48751000000001,136,139.0,75.0,214.0
21327857,154399683,t,House,Private room,Potrero Hill,4,2.0,1.0,37.75943,-122.39267,147,154.0,95.0,249.0
21327908,154400045,t,Apartment,Private room,Western Addition,2,1.0,2.0,37.772870000000005,-122.43666,35,150.0,150.0,300.0
21345382,940484,f,House,Entire home/apt,Noe Valley,5,3.0,2.5,37.751979999999996,-122.43593,3,600.0,180.0,780.0
21348008,45451507,f,House,Entire home/apt,Marina,4,2.0,1.5,37.80526,-122.44341999999999,3,305.0,375.0,680.0
21356103,8329745,f,Apartment,Entire home/apt,Marina,10,3.0,2.0,37.80158,-122.43626,2,300.0,250.0,550.0
21356783,52596135,f,House,Entire home/apt,Bernal Heights,4,2.0,1.0,37.73826,-122.41693000000001,2,220.0,,
21370662,115841608,t,Guest suite,Private room,Castro/Upper Market,2,1.0,1.0,37.76147,-122.43372,65,180.0,40.0,220.0
21371744,40214811,f,Camper/RV,Entire home/apt,South of Market,1,0.0,1.0,37.767520000000005,-122.39823,0,20.0,,
21377089,30784700,f,Condominium,Entire home/apt,Haight Ashbury,4,1.0,1.0,37.77571,-122.4452,3,150.0,0.0,150.0
21377843,24157036,f,Condominium,Entire home/apt,North Beach,2,1.0,1.0,37.79971,-122.40348999999999,2,232.0,250.0,482.0
21378928,12401053,t,Apartment,Private room,Western Addition,2,1.0,1.0,37.77981,-122.44076000000001,26,150.0,49.0,199.0
21382398,2146719,t,House,Private room,Inner Sunset,3,1.0,1.0,37.75369,-122.47419,48,100.0,35.0,135.0
21382657,38836,f,Apartment,Entire home/apt,Haight Ashbury,2,2.0,2.0,37.763940000000005,-122.45115,3,159.0,182.0,341.0
21385697,50863558,t,House,Private room,Bayview,1,1.0,1.5,37.73422,-122.39186000000001,205,59.0,0.0,59.0
21396964,49189395,f,Guest suite,Private room,Ocean View,2,1.0,1.0,37.71544,-122.46205,109,69.0,35.0,104.0
21397422,103340667,f,Apartment,Entire home/apt,Castro/Upper Market,3,1.0,1.0,37.75987,-122.42853000000001,6,150.0,200.0,350.0
21397713,103340667,f,Apartment,Entire home/apt,Chinatown,3,1.0,1.0,37.79116,-122.40827,0,146.0,200.0,346.0
21398361,48005494,t,Condominium,Entire home/apt,South of Market,2,0.0,1.0,37.78116,-122.39984,1,123.0,240.0,363.0
21398528,64814861,t,House,Entire home/apt,Glen Park,6,3.0,3.0,37.740970000000004,-122.42896,35,475.0,150.0,625.0
21399171,2863556,t,Guest suite,Entire home/apt,Noe Valley,1,1.0,1.0,37.75143,-122.43945,43,199.0,99.0,298.0
21413104,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.78413,-122.4152,1,80.0,95.0,175.0
21425660,18349219,t,House,Entire home/apt,Visitacion Valley,5,1.0,1.0,37.7212,-122.40203000000001,148,160.0,35.0,195.0
21428690,127753302,f,Guest suite,Private room,Outer Richmond,2,1.0,1.0,37.777409999999996,-122.48029,0,85.0,300.0,385.0
21429229,60908,f,Apartment,Private room,Castro/Upper Market,1,1.0,1.0,37.76847,-122.43562,0,89.0,,
21440528,155486904,f,House,Entire home/apt,Bernal Heights,4,2.0,2.0,37.74553,-122.41,23,175.0,150.0,325.0
21448156,155637421,t,House,Private room,Western Addition,1,1.0,1.5,37.784240000000004,-122.43647,7,90.0,120.0,210.0
21449226,117141107,f,Hostel,Hotel room,Haight Ashbury,2,1.0,1.0,37.76887,-122.45071000000002,41,100.0,35.0,135.0
21450077,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.78638,-122.41463,0,89.0,95.0,184.0
21457958,16089815,f,House,Entire home/apt,West of Twin Peaks,8,4.0,2.0,37.742670000000004,-122.45087,1,400.0,150.0,550.0
21458837,15731948,f,Apartment,Entire home/apt,Russian Hill,4,2.0,1.0,37.79728,-122.42035,3,300.0,100.0,400.0
21459964,6796236,t,Condominium,Private room,North Beach,1,1.0,1.0,37.80153,-122.40847,50,140.0,,
21461483,16789286,t,House,Private room,Bernal Heights,1,1.0,2.0,37.73829,-122.42371000000001,96,79.0,40.0,119.0
21464833,17578598,t,Apartment,Entire home/apt,Haight Ashbury,5,3.0,2.0,37.77618,-122.44192,7,185.0,,
21472950,2907650,f,Apartment,Entire home/apt,South of Market,3,1.0,1.0,37.77746,-122.39244,10,150.0,238.0,388.0
21475672,4430421,f,Apartment,Entire home/apt,Mission,2,0.0,1.0,37.76402,-122.41698000000001,3,86.0,95.0,181.0
21476067,8568648,t,Condominium,Entire home/apt,Mission,4,2.0,1.0,37.75908,-122.42233,63,350.0,125.0,475.0
21478651,100569878,f,House,Entire home/apt,Noe Valley,6,3.0,1.5,37.74825,-122.42878,10,400.0,125.0,525.0
21484566,294223,t,Guest suite,Entire home/apt,Bernal Heights,2,1.0,1.0,37.73922,-122.41727,50,175.0,75.0,250.0
21485825,1679024,f,Guest suite,Entire home/apt,Twin Peaks,2,1.0,1.0,37.75493,-122.44976000000001,5,475.0,100.0,575.0
21486593,32459054,f,Guest suite,Entire home/apt,Visitacion Valley,4,0.0,1.0,37.71329,-122.41398999999998,76,90.0,50.0,140.0
21488120,12243051,f,Apartment,Entire home/apt,Western Addition,2,1.0,1.0,37.77028,-122.42719,1,149.0,101.0,250.0
21489166,156102468,f,Apartment,Private room,Outer Mission,1,1.0,1.0,37.72721,-122.43303,13,95.0,30.0,125.0
21490551,615007,f,Apartment,Entire home/apt,Nob Hill,3,1.0,1.0,37.79428,-122.4189,4,95.0,,
21502035,13832870,f,Apartment,Entire home/apt,Presidio Heights,2,1.0,1.0,37.78738,-122.4502,1,117.0,250.0,367.0
21503286,459328,f,House,Private room,Outer Sunset,1,1.0,1.0,37.75887,-122.48303999999999,2,75.0,200.0,275.0
21506418,154621483,f,Apartment,Entire home/apt,Bernal Heights,4,2.0,2.0,37.747440000000005,-122.412,6,250.0,200.0,450.0
21514950,156337070,f,Condominium,Entire home/apt,Inner Richmond,4,3.0,2.0,37.780190000000005,-122.47041000000002,20,390.0,140.0,530.0
21526852,156446034,f,Apartment,Entire home/apt,Mission,4,2.0,1.0,37.75929,-122.41168,26,185.0,100.0,285.0
21527554,155412195,t,Apartment,Entire home/apt,Western Addition,4,2.0,2.0,37.77769,-122.43654,3,350.0,125.0,475.0
21529297,15293495,t,Apartment,Private room,Western Addition,2,1.0,1.0,37.77335,-122.42947,120,150.0,25.0,175.0
21529418,77523453,f,Apartment,Entire home/apt,Castro/Upper Market,4,2.0,1.0,37.76182,-122.4374,5,202.0,125.0,327.0
21530578,15293495,t,Apartment,Private room,Western Addition,2,1.0,1.0,37.77347,-122.43118999999999,118,95.0,25.0,120.0
21539315,2094461,f,Condominium,Private room,Haight Ashbury,2,1.0,1.5,37.76704,-122.44888999999999,12,250.0,100.0,350.0
21547967,449756,f,House,Entire home/apt,Bernal Heights,4,2.0,1.0,37.7417,-122.41456000000001,16,265.0,80.0,345.0
21550910,14345857,f,Loft,Entire home/apt,South of Market,2,1.0,1.5,37.77575,-122.4124,23,150.0,125.0,275.0
21552181,7167320,f,Apartment,Entire home/apt,Glen Park,3,1.0,1.0,37.7379,-122.42823999999999,33,225.0,75.0,300.0
21553107,144706512,f,Apartment,Entire home/apt,Russian Hill,7,2.0,1.0,37.79959,-122.42366000000001,9,295.0,,
21555212,117141107,f,Hostel,Hotel room,Haight Ashbury,1,1.0,5.0,37.76892,-122.44911,41,50.0,15.0,65.0
21558062,6764564,t,Guest suite,Entire home/apt,Inner Sunset,2,1.0,1.0,37.75254,-122.47,92,105.0,35.0,140.0
21561734,38717772,f,House,Entire home/apt,Castro/Upper Market,7,3.0,2.0,37.76149,-122.44595,0,230.0,200.0,430.0
21561809,26860112,t,House,Entire home/apt,Outer Mission,12,3.0,2.0,37.7219,-122.43966,4,447.0,170.0,617.0
21578438,17054038,f,House,Private room,Bayview,1,1.0,1.0,37.7325,-122.39221,0,75.0,80.0,155.0
21578559,47514427,t,Boutique hotel,Private room,Downtown/Civic Center,2,0.0,1.0,37.779759999999996,-122.42263,27,140.0,29.0,169.0
21579309,47514427,t,Boutique hotel,Private room,Downtown/Civic Center,2,0.0,1.0,37.777879999999996,-122.42251999999999,27,140.0,29.0,169.0
21581684,1274766,f,Apartment,Entire home/apt,Chinatown,4,2.0,1.0,37.79611,-122.40637,1,152.0,,
21581753,89400,t,Apartment,Entire home/apt,South of Market,3,1.0,1.0,37.77153,-122.40476000000001,40,127.0,100.0,227.0
21583195,47514427,t,Serviced apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.77918,-122.42262,85,140.0,29.0,169.0
21584555,9541214,t,Apartment,Private room,Western Addition,3,1.0,1.0,37.77782,-122.43038,69,148.0,60.0,208.0
21588941,1324417,f,House,Entire home/apt,Bernal Heights,5,3.0,2.0,37.73577,-122.41505,10,250.0,150.0,400.0
21591469,36997746,t,House,Shared room,Outer Sunset,1,1.0,1.0,37.75121,-122.47743999999999,97,50.0,,
21592081,21994,t,Apartment,Private room,Inner Sunset,1,1.0,3.0,37.76402,-122.45454,1,58.0,50.0,108.0
21593904,48005494,t,Apartment,Entire home/apt,Pacific Heights,4,2.0,1.0,37.790690000000005,-122.42548000000001,0,182.0,280.0,462.0
21594483,157059672,t,Guest suite,Private room,Outer Sunset,6,1.0,1.0,37.76382,-122.49426000000001,100,180.0,100.0,280.0
21596397,4718164,t,Guest suite,Entire home/apt,Potrero Hill,2,1.0,1.0,37.75655,-122.40267,134,110.0,40.0,150.0
21597324,157088607,t,House,Private room,Outer Mission,1,1.0,1.0,37.7101,-122.4523,35,78.0,29.0,107.0
21597747,16547543,f,Condominium,Private room,Nob Hill,1,1.0,1.0,37.79125,-122.4091,3,73.0,60.0,133.0
21610253,48005494,t,Apartment,Entire home/apt,Nob Hill,4,2.0,1.0,37.79419,-122.41743000000001,0,174.0,280.0,454.0
21610333,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.78407,-122.41651999999999,0,87.0,95.0,182.0
21610572,48005494,t,Apartment,Entire home/apt,Chinatown,4,2.0,2.0,37.79172,-122.40758999999998,0,208.0,330.0,538.0
21611340,48005494,t,Apartment,Entire home/apt,Mission,2,1.0,1.0,37.7524,-122.4135,0,143.0,240.0,383.0
21612268,154400045,t,Apartment,Private room,Western Addition,2,1.0,2.0,37.77174,-122.43691000000001,39,200.0,150.0,350.0
21612906,20900027,t,Apartment,Entire home/apt,Mission,2,1.0,1.0,37.75123,-122.40965,7,130.0,300.0,430.0
21619241,6680334,t,Apartment,Entire home/apt,South of Market,5,2.0,2.0,37.77779,-122.41479,18,380.0,90.0,470.0
21620847,10622144,f,Serviced apartment,Private room,South of Market,4,2.0,2.0,37.775729999999996,-122.40826000000001,7,399.0,125.0,524.0
21623314,2895464,t,Apartment,Private room,South of Market,1,1.0,1.0,37.78305,-122.3985,152,199.0,50.0,249.0
21623317,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.784859999999995,-122.41609,1,83.0,95.0,178.0
21624876,44380974,f,Condominium,Private room,South of Market,1,1.0,1.0,37.78707,-122.39303000000001,0,85.0,100.0,185.0
21625713,85774793,t,Guest suite,Entire home/apt,Lakeshore,1,1.0,1.0,37.72848,-122.47301000000002,72,120.0,65.0,185.0
21629749,19071477,f,House,Private room,Ocean View,2,1.0,1.0,37.71783,-122.45528999999999,5,150.0,35.0,185.0
21632344,149498560,f,Guest suite,Private room,Visitacion Valley,2,1.0,1.0,37.71411,-122.40728,146,60.0,30.0,90.0
21632686,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,3,1.0,1.0,37.78483,-122.4166,2,100.0,95.0,195.0
21634930,17965378,t,House,Private room,Western Addition,1,1.0,1.0,37.78291,-122.43097,22,100.0,50.0,150.0
21635395,150732464,f,Apartment,Private room,Nob Hill,2,0.0,1.0,37.79526,-122.41765,5,72.0,75.0,147.0
21636740,19332601,f,Apartment,Entire home/apt,Inner Sunset,6,3.0,1.0,37.752629999999996,-122.46823,7,400.0,150.0,550.0
21644424,1182900,t,Apartment,Private room,Nob Hill,2,1.0,1.0,37.792559999999995,-122.41973,37,115.0,60.0,175.0
21645603,153797883,t,Apartment,Entire home/apt,Mission,6,3.0,1.0,37.76285,-122.42067,110,299.0,150.0,449.0
21648122,1895201,f,House,Entire home/apt,Glen Park,4,2.0,2.0,37.73741,-122.43548999999999,9,219.0,150.0,369.0
21648377,4030726,t,House,Entire home/apt,Excelsior,8,4.0,2.5,37.71987,-122.43627,21,750.0,225.0,975.0
21648525,9038252,t,House,Entire home/apt,Haight Ashbury,5,2.0,2.0,37.76905,-122.44848,21,399.0,175.0,574.0
21648684,156943235,t,House,Entire home/apt,Bayview,4,2.0,1.0,37.73066,-122.39671000000001,2,111.0,85.0,196.0
21648804,157516203,f,Apartment,Entire home/apt,Marina,2,0.0,1.0,37.796890000000005,-122.43037,6,150.0,50.0,200.0
21650740,4350837,t,Guest suite,Entire home/apt,Parkside,2,1.0,1.0,37.74276,-122.47416000000001,102,135.0,85.0,220.0
21665665,17572711,f,House,Private room,Bayview,4,1.0,1.0,37.72744,-122.38658000000001,35,44.0,35.0,79.0
21674820,20900027,t,Apartment,Entire home/apt,Mission,4,2.0,1.5,37.75789,-122.40876000000002,4,150.0,350.0,500.0
21679018,6981196,t,Guest suite,Entire home/apt,Bernal Heights,4,1.0,1.0,37.73513,-122.41413999999999,98,150.0,80.0,230.0
21679288,4634719,f,Resort,Private room,Chinatown,2,0.0,1.0,37.79149,-122.40637,0,1000.0,,
21681278,4944346,t,House,Private room,Ocean View,1,1.0,1.0,37.7165,-122.45913999999999,22,99.0,65.0,164.0
21682128,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.785959999999996,-122.41121000000001,0,79.0,95.0,174.0
21684684,7036656,f,House,Entire home/apt,Inner Sunset,6,3.0,1.5,37.76424,-122.45378000000001,3,280.0,150.0,430.0
21693492,130921045,f,Castle,Private room,Bayview,2,1.0,2.5,37.73383,-122.39375,39,69.0,18.0,87.0
21694548,43918217,f,Condominium,Entire home/apt,Inner Sunset,2,1.0,1.0,37.764990000000004,-122.45466,32,225.0,125.0,350.0
21694775,1137986,t,House,Private room,Bernal Heights,2,1.0,1.0,37.74542,-122.41495,50,100.0,,
21699731,777447,f,Apartment,Entire home/apt,Castro/Upper Market,4,3.0,1.5,37.7684,-122.43245,9,349.0,149.0,498.0
21714947,20678148,f,Apartment,Entire home/apt,Downtown/Civic Center,7,4.0,1.0,37.78716,-122.41383,1,249.0,199.0,448.0
21726571,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.78416,-122.41577,0,87.0,95.0,182.0
21727562,157074592,f,House,Private room,Outer Richmond,3,1.0,2.0,37.7791,-122.49558999999999,96,80.0,45.0,125.0
21728615,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.78435,-122.41011,1,76.0,95.0,171.0
21729398,157074592,f,House,Private room,Outer Richmond,2,1.0,2.0,37.77879,-122.49722,83,65.0,40.0,105.0
21730409,157074592,f,House,Private room,Outer Richmond,2,1.0,1.0,37.7791,-122.49712,127,50.0,30.0,80.0
21730505,157074592,f,House,Private room,Outer Richmond,2,1.0,2.0,37.77874,-122.49638,93,65.0,40.0,105.0
21730649,157074592,f,House,Private room,Outer Richmond,3,1.0,2.0,37.77881,-122.49542,87,70.0,40.0,110.0
21731528,156102468,f,Apartment,Private room,Outer Mission,3,1.0,1.0,37.726240000000004,-122.43435,10,150.0,60.0,210.0
21735431,103340667,f,Apartment,Entire home/apt,Nob Hill,2,0.0,1.0,37.7945,-122.41252,3,124.0,150.0,274.0
21735502,21694339,t,Apartment,Entire home/apt,Potrero Hill,1,0.0,1.0,37.75571,-122.38784,3,70.0,150.0,220.0
21737296,48005494,t,Apartment,Entire home/apt,Mission,6,3.0,1.0,37.75412,-122.40853,2,232.0,320.0,552.0
21739662,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.78593,-122.41485,2,81.0,95.0,176.0
21739935,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.78553,-122.41611,3,84.0,95.0,179.0
21745759,5689322,t,House,Private room,Outer Sunset,2,1.0,1.0,37.75544,-122.50301999999999,58,100.0,29.0,129.0
21745893,5689322,t,House,Private room,Outer Sunset,2,1.0,1.0,37.75421,-122.50183,64,100.0,29.0,129.0
21763555,43780098,f,Apartment,Entire home/apt,Nob Hill,3,1.0,0.0,37.79271,-122.41893,17,110.0,65.0,175.0
21766603,29125334,t,Guest suite,Entire home/apt,Outer Richmond,4,1.0,1.0,37.77823,-122.5036,62,249.0,125.0,374.0
21766847,4026717,t,Condominium,Private room,Castro/Upper Market,1,1.0,1.5,37.76039,-122.42877,110,100.0,25.0,125.0
21767244,7917424,f,Apartment,Entire home/apt,North Beach,3,1.0,1.0,37.80563,-122.41261999999999,0,165.0,,
21773131,4856574,t,House,Private room,Mission,1,1.0,1.0,37.75853,-122.41338,4,55.0,0.0,55.0
21773376,4836019,f,House,Private room,Western Addition,2,1.0,1.0,37.78176,-122.43993,1,55.0,20.0,75.0
21783775,48005494,t,Apartment,Entire home/apt,Mission,6,3.0,1.0,37.75189,-122.41377,2,245.0,320.0,565.0
21783949,48005494,t,Apartment,Entire home/apt,Mission,6,3.0,1.0,37.754020000000004,-122.4138,1,252.0,320.0,572.0
21784407,115849,f,Aparthotel,Private room,Downtown/Civic Center,1,1.0,1.0,37.78829,-122.41113999999999,2,130.0,,
21785138,115849,f,Aparthotel,Private room,Downtown/Civic Center,1,1.0,1.0,37.78702,-122.41096999999999,9,111.0,,
21785328,115849,f,Aparthotel,Private room,Downtown/Civic Center,1,1.0,1.0,37.78711,-122.41303,28,125.0,,
21786000,3503605,f,Guesthouse,Entire home/apt,Western Addition,6,3.0,2.0,37.77463,-122.4368,0,595.0,,
21786174,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.785779999999995,-122.41061,3,76.0,95.0,171.0
21786546,127753302,f,Guest suite,Private room,Outer Richmond,2,1.0,1.0,37.77765,-122.47908000000001,1,70.0,300.0,370.0
21790140,136406874,f,Apartment,Private room,Downtown/Civic Center,2,1.0,1.0,37.78895,-122.41396999999999,208,99.0,30.0,129.0
21790309,136406874,f,Apartment,Private room,Nob Hill,2,1.0,1.0,37.78945,-122.41488000000001,184,99.0,30.0,129.0
21796486,4856574,t,House,Private room,Mission,1,1.0,1.0,37.7584,-122.41311999999999,3,55.0,0.0,55.0
21798246,4430421,f,Apartment,Entire home/apt,Downtown/Civic Center,2,0.0,1.0,37.784490000000005,-122.41166000000001,0,79.0,95.0,174.0
21799501,48409007,f,House,Private room,Lakeshore,4,1.0,1.0,37.73109,-122.49103000000001,14,200.0,50.0,250.0
21799600,8329745,f,Apartment,Entire home/apt,Marina,10,3.0,2.0,37.80257,-122.43555,0,220.0,250.0,470.0
21799941,649296,f,Apartment,Entire home/apt,Western Addition,2,1.0,1.0,37.77517,-122.43061999999999,16,200.0,25.0,225.0
21804276,1857594,t,Guest suite,Entire home/apt,Excelsior,3,2.0,1.0,37.7284,-122.41883,7,81.0,50.0,131.0
21812815,84387679,f,Guest suite,Entire home/apt,Outer Richmond,2,0.0,1.0,37.77346,-122.4802,132,95.0,49.0,144.0
21813189,8329745,f,Apartment,Entire home/apt,Marina,4,0.0,1.0,37.80118,-122.43704,5,130.0,150.0,280.0
21817055,2146719,t,House,Private room,Inner Sunset,2,1.0,1.0,37.75421,-122.47595,51,100.0,35.0,135.0
21827349,13832870,f,Apartment,Entire home/apt,Presidio Heights,2,1.0,1.0,37.78735,-122.45028,1,124.0,250.0,374.0
21827805,12243051,f,Apartment,Entire home/apt,Financial District,2,1.0,1.0,37.78929,-122.39433999999999,1,174.0,95.0,269.0
21836601,159220529,f,Apartment,Entire home/apt,Castro/Upper Market,2,1.0,1.0,37.76755,-122.4313,53,175.0,150.0,325.0
21837830,835115,f,Apartment,Entire home/apt,Inner Sunset,3,0.0,1.0,37.7491,-122.46781999999999,55,125.0,125.0,250.0
21847778,10412467,t,Apartment,Private room,Mission,3,1.0,1.0,37.75405,-122.40985,258,120.0,0.0,120.0
21863110,5503169,t,House,Private room,Bernal Heights,2,1.0,1.0,37.73495,-122.41557,66,89.0,25.0,114.0
21866860,159507011,t,Guest suite,Entire home/apt,Mission,2,1.0,1.0,37.75091,-122.42328,54,99.0,50.0,149.0
21868817,18099639,f,Apartment,Entire home/apt,Marina,2,1.0,1.0,37.80236,-122.4259,5,200.0,,
21878322,48005494,t,Condominium,Entire home/apt,Castro/Upper Market,4,2.0,2.0,37.760659999999994,-122.43628000000001,1,245.0,330.0,575.0
21880287,963387,t,Apartment,Private room,Mission,2,1.0,2.0,37.754220000000004,-122.41672,100,76.0,0.0,76.0
21880724,8811880,t,Apartment,Entire home/apt,Noe Valley,4,2.0,2.0,37.74987,-122.42725,12,320.0,60.0,380.0
21885572,6017407,t,House,Entire home/apt,Outer Mission,8,4.0,2.0,37.71884,-122.44465,2,290.0,200.0,490.0
21895031,159750523,f,Apartment,Entire home/apt,Bernal Heights,2,1.0,1.0,37.73713,-122.42294,0,90.0,0.0,90.0
21897971,46740514,f,Bed and breakfast,Private room,Mission,2,1.0,1.0,37.75404,-122.41336000000001,3,105.0,,
21909473,24529896,t,Guest suite,Entire home/apt,Mission,2,0.0,1.0,37.753190000000004,-122.42501000000001,42,210.0,120.0,330.0
21909816,6659383,f,Condominium,Entire home/apt,Castro/Upper Market,5,2.0,1.0,37.76104,-122.44554,1,350.0,,
21911065,140833338,f,House,Private room,Twin Peaks,2,1.0,1.0,37.74719,-122.44653999999998,1,200.0,100.0,300.0
21919621,47514427,t,Hotel,Private room,Downtown/Civic Center,4,0.0,1.0,37.788109999999996,-122.40941000000001,27,210.0,0.0,210.0
21923195,1444847,t,Guest suite,Entire home/apt,Noe Valley,2,1.0,1.0,37.74882,-122.44346000000002,85,199.0,80.0,279.0
21924375,19312731,t,Apartment,Private room,Castro/Upper Market,1,1.0,1.0,37.76056,-122.43956999999999,6,61.0,125.0,186.0
21928146,4836019,f,House,Private room,Western Addition,2,1.0,1.0,37.78172,-122.43861000000001,1,55.0,20.0,75.0
21928413,39086730,t,Apartment,Private room,South of Market,2,1.0,1.0,37.77255,-122.40531999999999,74,80.0,70.0,150.0
21935870,160087266,t,Guest suite,Entire home/apt,North Beach,3,1.0,1.0,37.80213,-122.40886,143,250.0,75.0,325.0
21960180,5551869,f,House,Entire home/apt,Presidio Heights,2,1.0,4.0,37.7916,-122.44792,0,500.0,300.0,800.0
21964157,149797235,t,House,Entire home/apt,Bayview,5,2.0,1.0,37.72083,-122.39451000000001,140,179.0,50.0,229.0
21966135,10624702,t,Condominium,Private room,South of Market,2,1.0,1.0,37.77768,-122.40393999999999,27,175.0,40.0,215.0
21966303,4430421,f,Apartment,Entire home/apt,Mission,2,0.0,1.0,37.75242,-122.42283,0,94.0,95.0,189.0
